53.57,2.41,3.61,6.02,2.41,2.41,3.61,3.61,10.84,4.82,10.84,7.23,10.84,6.02,1.2,16.87,7.23,-0.008799701,-0.235714286,-0.4714,0.369,0.1352,0.0437,1,-4.6012,2.472,-1.3022,-1.3977,0.8527,-0.157142857,-1.277419355,-0.494880952,0.0408258,3.67,0.023452381,-233.9,-2.78452381,-638.4,-7.6,93.2,1.10952381,0.107142857,0.178571429,0.083333333,15.5,14.51612903,24.19354839,11.29032258
36.62,10,4.29,4.29,12.86,4.29,4.29,0,8.57,5.71,4.29,5.71,4.29,12.86,4.29,10,4.29,-0.011537411,-0.14084507,-0.4225,0.3944,0.0804,0.0288,0.585786,-6.3284,3.8239,-1.8199,-1.8245,1.5014,-0.105633803,-1.071428571,-0.434647887,0.249744,2.05,0.012112676,-228,-3.211267606,-642.9,-9.054929577,81.5,1.147887324,0.23943662,0.112676056,0.042253521,9.333333333,20.23809524,9.523809524,3.571428571
34.12,7.14,8.33,5.95,11.9,5.95,3.57,0,5.95,4.76,2.38,3.57,7.14,14.29,2.38,8.33,8.33,-0.01228898,-0.209411765,-0.4193,0.3765,0.0911,0.0341,1,-7.1678,3.1296,-1.7569,-1.7682,1.553,-0.139607843,-1.1125,-0.438705882,0.0689888,2.9,0.019411765,-245.9,-2.892941176,-687.7,-8.090588235,84.4,0.992941176,0.223529412,0.094117647,0.058823529,16,29.6875,12.5,7.8125
41.82,6.42,6.42,6.42,7.34,8.26,3.67,0.92,6.42,5.5,4.59,4.59,7.34,6.42,4.59,11.01,10.09,-0.010435198,-0.218181818,-0.4364,0.4091,0.0727,0.0323,1,-6.7707,4.7331,-1.9768,-1.9177,1.3946,-0.145454545,-1.066666667,-0.453272727,0.0487945,3.56,0.016909091,-362.5,-3.295454545,-1031.4,-9.376363636,78.3,0.711818182,0.2,0.154545455,0.054545455,22.5,24.44444444,18.88888889,6.666666667
50.91,5.5,6.42,5.5,5.5,8.26,8.26,2.75,8.26,5.5,6.42,5.5,6.42,4.59,5.5,10.09,5.5,-0.008375565,-0.106590909,-0.4264,0.3455,0.0738,0.0294,0.381966,-5.1586,2.8141,-1.9968,-1.9715,0.3446,-0.085272727,-1.234210526,-0.444545455,0.0535139,3.24,0.018181818,-351.3,-3.193636364,-1004,-9.127272727,76.7,0.697272727,0.136363636,0.190909091,0.018181818,9.5,9.868421053,13.81578947,1.315789474
49.09,2.75,7.34,9.17,3.67,5.5,3.67,3.67,8.26,8.26,5.5,3.67,10.09,5.5,5.5,11.01,6.42,-0.007241801,-0.118484848,-0.3555,0.3455,0.1383,0.0527,0.585786,-2.5778,1.9198,-1.5203,-1.4357,0.3719,-0.088863636,-1.028947368,-0.378181818,0.0172649,5.8,0.022727273,-298.3,-2.711818182,-861.2,-7.829090909,73.2,0.665454545,0.127272727,0.154545455,0.063636364,12.66666667,12.28070175,14.9122807,6.140350877
40.45,11.36,2.27,6.82,6.82,2.27,4.55,2.27,5.68,4.55,2.27,7.95,11.36,10.23,4.55,9.09,7.95,-0.011666255,-0.157303371,-0.4719,0.3708,0.0841,0.0309,0.585786,-8.1045,3.1741,-1.9148,-1.9578,0.9385,-0.117977528,-1.272727273,-0.488876404,0.0857695,2.75,0.016966292,-275.5,-3.095505618,-760.3,-8.542696629,89.2,1.002247191,0.202247191,0.123595506,0.04494382,11,18.18181818,11.11111111,4.04040404
36.78,11.63,2.33,8.14,6.98,2.33,2.33,2.33,8.14,5.81,3.49,3.49,9.3,10.47,6.98,6.98,9.3,-0.012531267,-0.23045977,-0.4609,0.3908,0.0471,0.0189,1,-8.755,3.8633,-2.2467,-2.3172,1.3342,-0.153639847,-1.179411765,-0.478045977,0.0895082,1.64,0.017126437,-262.8,-3.020689655,-723.8,-8.31954023,89.9,1.033333333,0.24137931,0.114942529,0.034482759,17,30.88235294,14.70588235,4.411764706
44.44,7.87,2.25,10.11,6.74,4.49,5.62,3.37,7.87,7.87,5.62,3.37,6.74,7.87,7.87,5.62,6.74,-0.010276778,-0.152222222,-0.4567,0.3889,0.0587,0.0235,0.585786,-7.2976,4.0599,-2.0648,-2.0894,1.076,-0.114166667,-1.174285714,-0.466555556,0.237266,2.11,0.009888889,-297.6,-3.306666667,-843.8,-9.375555556,79.5,0.883333333,0.211111111,0.144444444,0.033333333,11.66666667,18.0952381,12.38095238,2.857142857
39.09,7.34,4.59,3.67,10.09,3.67,3.67,2.75,8.26,5.5,0.92,4.59,10.09,9.17,9.17,9.17,7.34,-0.007533896,-0.098181818,-0.2945,0.3091,0.1175,0.0393,0.585786,-3.409,1.1997,-1.8233,-1.9007,-0.1321,-0.073636364,-0.952941176,-0.315727273,0.0226236,4.32,0.021272727,-282.9,-2.571818182,-813.8,-7.398181818,74.5,0.677272727,0.172727273,0.109090909,0.027272727,11.33333333,18.62745098,11.76470588,2.941176471
40,7.34,4.59,5.5,11.01,4.59,4.59,4.59,3.67,6.42,0.92,5.5,10.09,11.01,6.42,7.34,6.42,-0.0102275,-0.136363636,-0.4091,0.3727,0.0533,0.0191,0.585786,-6.6732,3.2652,-2.1768,-2.3064,0.7698,-0.102272727,-1.097560976,-0.413818182,0.431164,2.1,0.004727273,-312.2,-2.838181818,-878.3,-7.984545455,82.3,0.748181818,0.190909091,0.118181818,0.063636364,13.66666667,17.07317073,10.56910569,5.691056911
42.17,13.41,2.44,8.54,7.32,8.54,3.66,0,3.66,3.66,7.32,7.32,7.32,6.1,1.22,10.98,8.54,-0.008783495,-0.09246988,-0.3704,0.3133,0.1137,0.0396,0.381966,-4.0877,1.3845,-1.5471,-1.5739,0.0438,-0.073975904,-1.180769231,-0.391445783,0.058174,3.29,0.021084337,-228.5,-2.753012048,-647.1,-7.796385542,80,0.963855422,0.120481928,0.144578313,0.048192771,6.5,9.615384615,11.53846154,3.846153846
36.73,9.28,4.12,8.25,10.31,9.28,1.03,1.03,6.19,5.15,7.22,3.09,4.12,8.25,5.15,7.22,10.31,-0.009085216,-0.083418367,-0.3337,0.3469,0.0474,0.0199,0.381966,-4.3649,2.5365,-2.191,-2.2243,0.6818,-0.066734694,-0.961764706,-0.344795918,0.169617,1.95,0.011122449,-254.3,-2.594897959,-718,-7.326530612,81,0.826530612,0.204081633,0.112244898,0.030612245,8.5,14.70588235,8.088235294,2.205882353
40.45,10.23,3.41,9.09,6.82,5.68,2.27,2.27,6.82,3.41,7.95,2.27,9.09,10.23,4.55,7.95,7.95,-0.010472188,-0.211797753,-0.4236,0.3708,0.0872,0.0335,1,-6.8591,3.0437,-1.8816,-1.8823,1.7477,-0.141198502,-1.142424242,-0.433932584,0.224277,2.98,0.010337079,-233.3,-2.621348315,-645.2,-7.249438202,88.5,0.994382022,0.179775281,0.146067416,0.04494382,16.5,24.24242424,19.6969697,6.060606061
37.04,8.75,7.5,5,10,6.25,2.5,2.5,6.25,2.5,6.25,1.25,8.75,13.75,2.5,8.75,7.5,-0.010264579,-0.076049383,-0.3802,0.3457,0.139,0.0556,0.267949,-5.7944,2.0751,-1.439,-1.269,0.1945,-0.063374486,-1.1,-0.405061728,0.038188,4.51,0.024814815,-216.7,-2.675308642,-612,-7.555555556,81,1,0.185185185,0.135802469,0.024691358,5.6,10.71428571,7.857142857,1.428571429
42.86,6.02,4.82,9.64,8.43,9.64,0,0,4.82,4.82,7.23,3.61,12.05,8.43,3.61,13.25,3.61,-0.009526365,-0.136111111,-0.4083,0.369,0.076,0.0297,0.585786,-4.493,2.5194,-1.745,-1.7632,0.1107,-0.102083333,-1.106451613,-0.421428571,0.168032,2.5,0.013095238,-270.5,-3.220238095,-778.7,-9.270238095,74.2,0.883333333,0.202380952,0.142857143,0.023809524,10.33333333,18.27956989,12.90322581,2.150537634
45.07,4.29,1.43,11.43,5.71,5.71,4.29,0,11.43,4.29,8.57,2.86,8.57,10,7.14,10,4.29,-0.006875971,-0.103286385,-0.3099,0.3239,0.1585,0.0577,0.585786,-1.5985,1.2888,-1.0938,-1.0318,0.1371,-0.077464789,-0.956521739,-0.337605634,0.0407208,4.1,0.027746479,-185.7,-2.615492958,-540.7,-7.615492958,70.3,0.990140845,0.126760563,0.154929577,0.042253521,7.666666667,13.04347826,15.94202899,4.347826087
46.48,7.14,1.43,10,4.29,5.71,7.14,0,10,2.86,10,2.86,8.57,8.57,4.29,11.43,5.71,-0.00600043,-0.06971831,-0.2789,0.3521,0.1716,0.0674,0.381966,-1.0564,2.4091,-1.0377,-0.8378,0.7088,-0.055774648,-0.792,-0.310422535,0.0262049,4.79,0.031549296,-166.1,-2.33943662,-473.3,-6.666197183,77.8,1.095774648,0.169014085,0.14084507,0.042253521,6.25,12,10,3
42.68,9.88,3.7,7.41,6.17,7.41,2.47,0,7.41,3.7,8.64,2.47,9.88,6.17,3.7,13.58,7.41,-0.011171509,-0.158943089,-0.4768,0.4024,0.0826,0.0367,0.585786,-6.7105,3.8031,-1.7244,-1.6203,1.2945,-0.119207317,-1.184848485,-0.497926829,0.0604026,3.01,0.021097561,-253.4,-3.090243902,-705.5,-8.603658537,86,1.048780488,0.195121951,0.170731707,0.036585366,11,16.16161616,14.14141414,3.03030303
43.68,5.81,3.49,4.65,6.98,8.14,2.33,0,8.14,2.33,6.98,3.49,11.63,4.65,4.65,17.44,9.3,-0.01010989,-0.147126437,-0.4416,0.3908,0.0937,0.0365,0.585786,-6.1031,3.6209,-1.7007,-1.697,1.2568,-0.110344828,-1.129411765,-0.462528736,0.0520115,3.17,0.02091954,-271.8,-3.124137931,-762.9,-8.768965517,83.1,0.955172414,0.172413793,0.16091954,0.057471264,11.33333333,14.70588235,13.7254902,4.901960784
34.38,7.37,4.21,3.16,13.68,8.42,1.05,1.05,4.21,2.11,7.37,2.11,8.42,9.47,2.11,13.68,11.58,-0.012300756,-0.140972222,-0.4229,0.4062,0.1187,0.0495,0.585786,-6.8076,3.8659,-1.6397,-1.4951,0.4317,-0.105729167,-1.041025641,-0.4365625,0.11873,4.75,0.013645833,-270.6,-2.81875,-756.7,-7.882291667,84.4,0.879166667,0.239583333,0.104166667,0.0625,13,19.65811966,8.547008547,5.128205128
38.03,5.71,5.71,11.43,5.71,5.71,0,0,8.57,1.43,8.57,1.43,11.43,15.71,1.43,8.57,8.57,-0.01148041,-0.218309859,-0.4366,0.4085,0.0831,0.035,1,-4.7347,3.1019,-1.5671,-1.5031,1.0176,-0.145539906,-1.068965517,-0.456901408,0.0964276,2.49,0.02028169,-182.7,-2.573239437,-504.3,-7.102816901,89.2,1.256338028,0.211267606,0.14084507,0.056338028,14.5,25.86206897,17.24137931,6.896551724
44.93,2.94,7.35,10.29,4.41,8.82,2.94,0,8.82,1.47,5.88,5.88,11.76,10.29,4.41,8.82,5.88,-0.009612731,-0.143961353,-0.4319,0.3623,0.1052,0.0438,0.585786,-4.0568,2.2269,-1.4294,-1.3324,0.3424,-0.107971014,-1.192,-0.443913043,0.258191,3.02,0.012028986,-202.7,-2.937681159,-571.7,-8.285507246,81.4,1.179710145,0.188405797,0.130434783,0.043478261,8.333333333,17.33333333,12,4
48.61,2.82,7.04,4.23,7.04,8.45,1.41,2.82,8.45,8.45,4.23,7.04,8.45,2.82,8.45,14.08,4.23,-0.010228348,-0.248611111,-0.4972,0.3889,0.071,0.0313,1,-5.8289,3.2117,-1.6648,-1.5997,0.1492,-0.165740741,-1.278571429,-0.522083333,0.0548937,2.26,0.024861111,-269,-3.736111111,-764.5,-10.61805556,78.7,1.093055556,0.138888889,0.180555556,0.069444444,14,17.85714286,23.21428571,8.928571429
54.12,5.95,2.38,10.71,1.19,5.95,9.52,1.19,10.71,4.76,11.9,2.38,7.14,3.57,4.76,10.71,7.14,-0.008651146,-0.234117647,-0.4682,0.4,0.0781,0.0334,1,-5.547,4.1035,-1.689,-1.6063,1.179,-0.156078431,-1.170588235,-0.490235294,0.048225,2.84,0.022,-295.8,-3.48,-841.5,-9.9,78.4,0.922352941,0.164705882,0.188235294,0.047058824,17,20.58823529,23.52941176,5.882352941
57.53,4.17,5.56,1.39,6.94,8.33,9.72,2.78,5.56,5.56,5.56,16.67,2.78,0,6.94,8.33,9.72,-0.007905441,-0.454794521,-0.4548,0.3699,0.0832,0.031,2,-3.0402,2.7616,-1.6273,-1.6494,0.4651,-0.22739726,-1.22962963,-0.468493151,0.196299,2.26,0.01369863,-190.8,-2.61369863,-529.4,-7.252054795,87.2,1.194520548,0.123287671,0.191780822,0.054794521,27,33.33333333,51.85185185,14.81481481
50.52,5.21,7.29,3.12,6.25,8.33,5.21,2.08,9.38,5.21,8.33,8.33,3.12,3.12,4.17,11.46,9.38,-0.007353523,-0.12371134,-0.3715,0.3608,0.1485,0.0617,0.585786,-3.503,3.1192,-1.304,-1.0541,0.8536,-0.092783505,-1.028571429,-0.396597938,0.0193994,5.98,0.025051546,-259.2,-2.672164948,-732.5,-7.551546392,80.7,0.831958763,0.144329897,0.175257732,0.041237113,11.66666667,13.33333333,16.19047619,3.80952381
50,1.49,7.46,10.45,4.48,11.94,2.99,1.49,10.45,5.97,5.97,5.97,4.48,4.48,8.96,5.97,7.46,-0.007742,-0.193382353,-0.3871,0.3382,0.0329,0.0154,1,-4.0776,2.1744,-1.9694,-1.9728,1.1718,-0.128921569,-1.143478261,-0.398088235,0.293936,1.04,0.011029412,-180.1,-2.648529412,-501.7,-7.377941176,85.8,1.261764706,0.132352941,0.176470588,0.029411765,11.5,19.56521739,26.08695652,4.347826087
54.79,4.17,8.33,8.33,0,9.72,5.56,1.39,11.11,4.17,6.94,6.94,8.33,2.78,5.56,11.11,5.56,-0.006826063,-0.074794521,-0.374,0.3562,0.2098,0.075,0.267949,-1.8333,2.2377,-0.6914,-0.6222,-0.1957,-0.062328767,-1.05,-0.391506849,0.126289,5.47,0.017534247,-245.8,-3.367123288,-711.6,-9.747945205,72.3,0.990410959,0.123287671,0.178082192,0.054794521,5.2,6.923076923,10,3.076923077
63.1,1.2,4.82,6.02,2.41,6.02,6.02,4.82,8.43,7.23,12.05,12.05,6.02,0,3.61,13.25,6.02,-0.007131537,-0.09,-0.45,0.3333,0.3288,0.1235,0.267949,-2.0596,0.991,-0.0696,0.2289,0.0632,-0.075,-1.35,-0.472619048,0.0455193,10.38,0.022619048,-280.8,-3.342857143,-812.5,-9.672619048,72.4,0.861904762,0.083333333,0.214285714,0.035714286,5.6,5,12.85714286,2.142857143
55.84,3.95,3.95,5.26,5.26,6.58,6.58,3.95,6.58,2.63,7.89,13.16,7.89,5.26,6.58,7.89,6.58,-0.008674785,-0.242207792,-0.4844,0.3896,0.1514,0.0548,1,-4.5645,3.2779,-1.1163,-1.0693,0.9761,-0.161471861,-1.243333333,-0.50025974,0.137602,4.22,0.015844156,-205,-2.662337662,-552.3,-7.172727273,98,1.272727273,0.142857143,0.181818182,0.064935065,15,18.33333333,23.33333333,8.333333333
47.62,2.41,1.2,7.23,7.23,4.82,3.61,0,10.84,6.02,7.23,9.64,6.02,4.82,7.23,10.84,10.84,-0.010560689,-0.167460317,-0.5029,0.3333,0.0761,0.026,0.585786,-6.3077,1.342,-1.7375,-1.8504,0.8563,-0.125595238,-1.507142857,-0.523452381,0.0607845,2.18,0.020595238,-274.7,-3.270238095,-760.3,-9.051190476,88.2,1.05,0.142857143,0.142857143,0.047619048,9.333333333,14.28571429,14.28571429,4.761904762
55.84,2.63,3.95,6.58,3.95,6.58,9.21,3.95,6.58,3.95,3.95,11.84,9.21,3.95,7.89,7.89,7.89,-0.009326648,-0.173593074,-0.5208,0.3896,0.0372,0.0164,0.585786,-5.5054,3.1456,-1.9591,-1.9973,0.8045,-0.130194805,-1.336666667,-0.531298701,0.267922,1.27,0.010519481,-239,-3.103896104,-672.6,-8.735064935,82.2,1.067532468,0.142857143,0.194805195,0.051948052,10,12.22222222,16.66666667,4.444444444
60.26,2.6,3.9,12.99,0,10.39,10.39,2.6,6.49,3.9,9.09,7.79,9.09,2.6,5.19,7.79,5.19,-0.007978759,-0.240384615,-0.4808,0.359,0.124,0.0474,1,-4.0471,2.4809,-1.3081,-1.2593,-0.296,-0.16025641,-1.339285714,-0.507179487,0.0352773,3.7,0.026410256,-255.5,-3.275641026,-722.2,-9.258974359,80.6,1.033333333,0.102564103,0.205128205,0.051282051,14,14.28571429,28.57142857,7.142857143
47.42,6.25,5.21,10.42,2.08,6.25,3.12,1.04,9.38,7.29,6.25,5.21,8.33,3.12,5.21,11.46,9.38,-0.010957402,-0.129896907,-0.5196,0.3814,0.1267,0.0501,0.381966,-7.0488,3.1776,-1.4654,-1.3701,0.9667,-0.103917526,-1.362162162,-0.54371134,0.0222823,4.86,0.024123711,-347.8,-3.58556701,-967,-9.969072165,86.5,0.891752577,0.154639175,0.175257732,0.051546392,9.25,10.13513514,11.48648649,3.378378378
52.33,1.18,5.88,9.41,2.35,7.06,8.24,0,12.94,7.06,5.88,7.06,4.71,3.53,8.24,7.06,9.41,-0.011244028,-0.294186047,-0.5884,0.407,0.0644,0.0281,1,-7.744,4.2744,-1.7284,-1.671,1.1258,-0.196124031,-1.445714286,-0.601860465,0.151745,2.42,0.013488372,-291.1,-3.384883721,-788,-9.162790698,96.3,1.119767442,0.174418605,0.186046512,0.046511628,17.5,21.42857143,22.85714286,5.714285714
32.81,6.35,3.17,4.76,12.7,6.35,1.59,1.59,6.35,6.35,1.59,3.17,6.35,6.35,9.52,7.94,15.87,-0.011859189,-0.19453125,-0.3891,0.3594,0.0476,0.0157,1,-6.5459,2.4804,-1.9956,-2.1288,0.9553,-0.1296875,-1.082608696,-0.39765625,0.412072,1,0.00859375,-188,-2.9375,-533.9,-8.3421875,79,1.234375,0.1875,0.109375,0.0625,11.5,26.08695652,15.2173913,8.695652174
39.51,6.25,1.25,7.5,8.75,6.25,1.25,0,5,5,2.5,10,8.75,6.25,6.25,10,15,-0.01063022,-0.209876543,-0.42,0.3827,0.1169,0.0407,1,-6.7137,2.9264,-1.7008,-1.7665,0.7874,-0.139917695,-1.096774194,-0.437530864,0.0999088,3.3,0.017530864,-251.7,-3.107407407,-710.9,-8.77654321,80.9,0.998765432,0.172839506,0.12345679,0.086419753,15.5,22.58064516,16.12903226,11.29032258
39.51,3.75,2.5,7.5,7.5,7.5,2.5,0,7.5,5,3.75,6.25,6.25,5,7.5,8.75,18.75,-0.009762086,-0.385185185,-0.3857,0.3827,0.0839,0.0344,2,-5.3386,3.1918,-1.8044,-1.7521,1.2481,-0.192592593,-1.006451613,-0.40654321,0.0641644,2.79,0.020864198,-208.4,-2.572839506,-586.5,-7.240740741,82.2,1.014814815,0.197530864,0.12345679,0.061728395,31,51.61290323,32.25806452,16.12903226
44.32,2.3,4.6,5.75,6.9,5.75,3.45,2.3,8.05,6.9,2.3,8.05,8.05,4.6,9.2,9.2,12.64,-0.009077166,-0.100568182,-0.4023,0.3864,0.0931,0.038,0.381966,-4.7111,3.4998,-1.7609,-1.7244,0.5963,-0.080454545,-1.041176471,-0.417386364,0.114682,3.34,0.015113636,-283.5,-3.221590909,-812.2,-9.229545455,75.9,0.8625,0.170454545,0.136363636,0.079545455,8.5,11.02941176,8.823529412,5.147058824
53.52,5.71,5.71,7.14,4.29,7.14,2.86,4.29,8.57,8.57,10,5.71,5.71,1.43,5.71,11.43,5.71,-0.009816891,-0.175117371,-0.5254,0.4085,0.0583,0.0238,0.585786,-5.8878,3.8851,-1.7459,-1.7446,1.0302,-0.131338028,-1.286206897,-0.54028169,0.179082,1.69,0.014929577,-213.7,-3.009859155,-583.6,-8.21971831,93,1.309859155,0.154929577,0.197183099,0.056338028,9.666666667,12.64367816,16.09195402,4.597701149
43.18,4.6,8.05,5.75,6.9,9.2,2.3,0,8.05,5.75,3.45,8.05,6.9,5.75,5.75,10.34,9.2,-0.009895785,-0.106818182,-0.4273,0.3523,0.0862,0.0328,0.381966,-5.4708,2.3682,-1.7255,-1.7304,0.5038,-0.085454545,-1.212903226,-0.447159091,0.0581646,2.89,0.019886364,-288.3,-3.276136364,-820.9,-9.328409091,78.1,0.8875,0.147727273,0.159090909,0.045454545,7.75,10.48387097,11.29032258,3.225806452
50.56,3.41,5.68,6.82,3.41,6.82,4.55,0,11.36,4.55,5.68,7.95,10.23,4.55,6.82,13.64,4.55,-0.00786788,-0.079550562,-0.3978,0.3483,0.1233,0.0492,0.267949,-2.7235,1.8776,-1.3896,-1.2896,-0.1448,-0.066292135,-1.141935484,-0.420561798,0.0370794,4.38,0.022808989,-265.8,-2.986516854,-757.1,-8.506741573,77.9,0.875280899,0.123595506,0.179775281,0.04494382,6.2,7.096774194,10.32258065,2.580645161
41.67,11.27,7.04,9.86,2.82,4.23,1.41,0,14.08,7.04,4.23,5.63,5.63,7.04,7.04,7.04,5.63,-0.008413727,-0.116666667,-0.3506,0.3056,0.0447,0.0147,0.585786,-3.5614,1.1249,-1.8953,-2.0118,0.4023,-0.0875,-1.145454545,-0.361527778,0.277384,1.06,0.010972222,-196.6,-2.730555556,-555.9,-7.720833333,80.5,1.118055556,0.152777778,0.138888889,0.013888889,7.333333333,16.66666667,15.15151515,1.515151515
45.71,7.25,7.25,8.7,2.9,7.25,4.35,1.45,8.7,5.8,7.25,1.45,8.7,5.8,4.35,10.14,8.7,-0.008781448,-0.133809524,-0.4014,0.3429,0.0847,0.0313,0.585786,-4.807,2.0314,-1.649,-1.6508,-0.3183,-0.100357143,-1.170833333,-0.418857143,0.138081,2.19,0.017428571,-208.7,-2.981428571,-586.8,-8.382857143,82.5,1.178571429,0.157142857,0.142857143,0.042857143,8,15.27777778,13.88888889,4.166666667
51.09,4.4,4.4,9.89,2.2,7.69,2.2,2.2,8.79,5.49,8.79,8.79,7.69,4.4,5.49,8.79,8.79,-0.011276179,-0.144021739,-0.5761,0.3804,0.0498,0.0185,0.381966,-7.7879,2.8572,-1.8328,-1.9137,0.8154,-0.115217391,-1.514285714,-0.589673913,0.131631,1.7,0.013586957,-302.8,-3.291304348,-824.4,-8.960869565,94.1,1.022826087,0.152173913,0.195652174,0.032608696,8.75,10,12.85714286,2.142857143
50.7,5.71,4.29,7.14,8.57,7.14,5.71,0,8.57,8.57,10,8.57,1.43,4.29,2.86,11.43,5.71,-0.01,-0.169014085,-0.507,0.3662,0.0357,0.0141,0.585786,-6.106,3.0532,-1.8863,-1.9268,0.8814,-0.126760563,-1.384615385,-0.516338028,0.342903,1,0.009295775,-229.3,-3.229577465,-630,-8.873239437,90.8,1.278873239,0.169014085,0.183098592,0.014084507,8.666666667,15.38461538,16.66666667,1.282051282
38.57,4.35,4.35,4.35,11.59,8.7,1.45,1.45,2.9,4.35,5.8,2.9,10.14,7.25,4.35,13.04,13.04,-0.011814882,-0.151904762,-0.4557,0.4,0.0656,0.0291,0.585786,-7.1279,3.1551,-1.8544,-1.8365,0.374,-0.113928571,-1.139285714,-0.476,0.100229,2.04,0.020285714,-183.9,-2.627142857,-508.5,-7.264285714,88.5,1.264285714,0.214285714,0.114285714,0.071428571,9.333333333,17.85714286,9.523809524,5.952380952
